,customer_id,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment,CLASS
8719,135413,116,5,221.67000000000002,1,2,1,121,Leaving,BRONZE
8730,135650,111,3,22.120000000000005,1,1,1,111,Leaving,TIN
8734,135733,91,2,3.5,1,1,1,111,Leaving,TIN
8740,135808,116,3,65.81,1,1,1,111,Leaving,COPPER
8741,135822,80,2,25.29,1,1,1,111,Leaving,TIN
8742,135827,102,4,616.58,1,2,2,122,Leaving,BRONZE
8747,135932,78,1,8.9,1,1,1,111,Leaving,TIN
8748,135949,86,1,24.97,1,1,1,111,Leaving,TIN
8749,135950,106,7,115.7,1,2,1,121,Leaving,BRONZE
8758,136083,79,3,182.99,1,1,1,111,Leaving,BRONZE
8762,136117,115,3,15.05,1,1,1,111,Leaving,TIN
8765,136195,95,2,36.4,1,1,1,111,Leaving,COPPER
8767,136220,93,4,55.940000000000005,1,2,1,121,Leaving,COPPER
8769,136252,114,1,15.8,1,1,1,111,Leaving,TIN
8770,136275,114,5,58.529999999999994,1,2,1,121,Leaving,COPPER
8771,136277,83,6,706.2700000000002,1,2,2,122,Leaving,BRONZE
8777,136525,93,4,37.78,1,2,1,121,Leaving,COPPER
8778,136526,112,8,71.19000000000001,1,2,1,121,Leaving,COPPER
8779,136642,99,1,221.68999999999997,1,1,1,111,Leaving,BRONZE
8782,136717,76,4,72.75000000000001,1,2,1,121,Leaving,COPPER
8789,136852,89,4,77.7,1,2,1,121,Leaving,COPPER
8792,136913,80,4,53.24,1,2,1,121,Leaving,COPPER
8794,136928,80,7,110.38,1,2,1,121,Leaving,BRONZE
8795,136929,78,2,18.78,1,1,1,111,Leaving,TIN
8796,136988,81,1,56.52,1,1,1,111,Leaving,COPPER
8798,136997,100,3,26.479999999999997,1,1,1,111,Leaving,TIN
8800,137056,109,2,49.49,1,1,1,111,Leaving,COPPER
8801,137065,110,2,53.379999999999995,1,1,1,111,Leaving,COPPER
8806,137190,101,9,599.45,1,2,2,122,Leaving,BRONZE
8810,137302,78,2,29.840000000000003,1,1,1,111,Leaving,COPPER
8815,137354,78,2,28.089999999999996,1,1,1,111,Leaving,COPPER
8817,137386,106,1,2.99,1,1,1,111,Leaving,TIN
8818,137407,85,2,16.57,1,1,1,111,Leaving,TIN
8819,137413,88,7,73.45,1,2,1,121,Leaving,COPPER
8821,137501,91,3,34.79,1,1,1,111,Leaving,COPPER
8824,137507,93,4,94.92,1,2,1,121,Leaving,COPPER
8825,137509,95,2,144.47,1,1,1,111,Leaving,BRONZE
8834,137650,104,2,60.28,1,1,1,111,Leaving,COPPER
8835,137673,84,1,1.99,1,1,1,111,Leaving,TIN
8837,137703,118,2,156.97,1,1,1,111,Leaving,BRONZE
8845,138029,92,10,735.5,1,2,2,122,Leaving,BRONZE
8850,138190,77,3,106.31,1,1,1,111,Leaving,BRONZE
8861,138444,77,4,237.38000000000002,1,2,1,121,Leaving,BRONZE
8864,138514,79,4,285.19,1,2,1,121,Leaving,BRONZE
8871,138631,115,2,15.430000000000001,1,1,1,111,Leaving,TIN
8873,138668,100,2,42.269999999999996,1,1,1,111,Leaving,COPPER
8884,138813,80,6,139.0,1,2,1,121,Leaving,BRONZE
8885,138829,87,4,142.33,1,2,1,121,Leaving,BRONZE
8888,138865,103,5,29.97,1,2,1,121,Leaving,COPPER
8890,138901,87,3,110.37,1,1,1,111,Leaving,BRONZE
8892,138909,91,1,13.4,1,1,1,111,Leaving,TIN
8893,138921,75,2,16.78,1,1,1,111,Leaving,TIN
8899,139078,101,1,8.65,1,1,1,111,Leaving,TIN
8904,139205,76,2,53.89,1,1,1,111,Leaving,COPPER
8906,139278,115,4,294.63,1,2,1,121,Leaving,BRONZE
8907,139334,104,9,771.33,1,2,2,122,Leaving,BRONZE
8909,139343,100,2,36.89,1,1,1,111,Leaving,COPPER
8916,139448,117,2,275.10999999999996,1,1,1,111,Leaving,BRONZE
8918,139457,96,1,14.92,1,1,1,111,Leaving,TIN
8923,139606,78,3,125.7,1,1,1,111,Leaving,BRONZE
8925,139625,80,2,18.07,1,1,1,111,Leaving,TIN
8928,139708,107,1,27.950000000000003,1,1,1,111,Leaving,COPPER
8934,139960,105,5,43.55,1,2,1,121,Leaving,COPPER
8940,140044,93,2,14.47,1,1,1,111,Leaving,TIN
8941,140051,90,4,21.549999999999997,1,2,1,121,Leaving,TIN
8942,140059,87,2,26.14,1,1,1,111,Leaving,TIN
8944,140126,87,5,20.169999999999998,1,2,1,121,Leaving,TIN
8963,140549,117,1,38.32,1,1,1,111,Leaving,COPPER
8966,140601,103,5,504.45,1,2,2,122,Leaving,BRONZE
8967,140680,102,4,8.95,1,2,1,121,Leaving,TIN
8984,141291,116,5,81.19000000000001,1,2,1,121,Leaving,COPPER
8985,141304,117,2,126.86,1,1,1,111,Leaving,BRONZE
8990,141351,100,1,15.38,1,1,1,111,Leaving,TIN
8991,141361,100,3,15.540000000000001,1,1,1,111,Leaving,TIN
8996,141397,111,6,166.67,1,2,1,121,Leaving,BRONZE
8999,141461,114,2,98.62,1,1,1,111,Leaving,COPPER
9002,141546,114,10,486.41999999999996,1,2,2,122,Leaving,BRONZE
9010,141622,80,2,7.640000000000001,1,1,1,111,Leaving,TIN
9022,141941,116,5,104.17,1,2,1,121,Leaving,COPPER
9024,141967,110,1,0.85,1,1,1,111,Leaving,TIN
9026,142011,90,10,175.27000000000004,1,2,1,121,Leaving,BRONZE
9028,142053,86,4,21.660000000000004,1,2,1,121,Leaving,TIN
9029,142092,99,8,97.89,1,2,1,121,Leaving,COPPER
9034,142270,101,2,12.280000000000001,1,1,1,111,Leaving,TIN
9037,142338,102,3,14.79,1,1,1,111,Leaving,TIN
9039,142378,114,2,74.35,1,1,1,111,Leaving,COPPER
9043,142504,80,3,125.02000000000001,1,1,1,111,Leaving,BRONZE
9045,142630,93,8,508.92999999999995,1,2,2,122,Leaving,BRONZE
9046,142695,93,2,129.1,1,1,1,111,Leaving,BRONZE
9054,142795,101,1,5.300000000000001,1,1,1,111,Leaving,TIN
9056,142823,116,1,8.53,1,1,1,111,Leaving,TIN
9058,142867,83,4,74.49,1,2,1,121,Leaving,COPPER
9059,142869,114,1,14.93,1,1,1,111,Leaving,TIN
9061,142960,108,1,99.9,1,1,1,111,Leaving,COPPER
9065,143033,86,3,31.83,1,1,1,111,Leaving,COPPER
9073,143267,108,2,14.5,1,1,1,111,Leaving,TIN
9075,143319,102,9,50.12999999999999,1,2,1,121,Leaving,COPPER
9082,143437,95,1,71.81,1,1,1,111,Leaving,COPPER
9085,143556,111,3,15.170000000000002,1,1,1,111,Leaving,TIN
9086,143617,100,5,355.0200000000001,1,2,1,121,Leaving,BRONZE
9088,143627,101,1,29.480000000000004,1,1,1,111,Leaving,COPPER
9093,143726,89,3,68.23,1,1,1,111,Leaving,COPPER
9094,143763,102,2,359.31000000000006,1,1,1,111,Leaving,BRONZE
9095,143764,113,6,72.35000000000001,1,2,1,121,Leaving,COPPER
9097,143818,95,3,45.93,1,1,1,111,Leaving,COPPER
9100,143943,81,5,156.07,1,2,1,121,Leaving,BRONZE
9106,144112,77,1,20.990000000000002,1,1,1,111,Leaving,TIN
9107,144124,117,3,107.95,1,1,1,111,Leaving,BRONZE
9113,144192,93,7,132.7,1,2,1,121,Leaving,BRONZE
9118,144338,101,10,3602.7699999999995,1,2,3,123,Leaving,BRONZE
9120,144414,116,2,127.87,1,1,1,111,Leaving,BRONZE
9126,144551,75,8,53.96,1,2,1,121,Leaving,COPPER
9129,144605,107,2,31.839999999999996,1,1,1,111,Leaving,COPPER
9133,144695,79,2,26.43,1,1,1,111,Leaving,TIN
9134,144722,90,1,25.5,1,1,1,111,Leaving,TIN
9135,144739,83,5,99.67,1,2,1,121,Leaving,COPPER
9137,144765,76,5,207.42000000000002,1,2,1,121,Leaving,BRONZE
9141,144809,115,1,6.99,1,1,1,111,Leaving,TIN
9142,144831,88,2,26.0,1,1,1,111,Leaving,TIN
9152,145038,105,6,17.98,1,2,1,121,Leaving,TIN
9153,145041,83,1,5.1,1,1,1,111,Leaving,TIN
9154,145050,79,1,14.9,1,1,1,111,Leaving,TIN
9158,145170,77,6,67.74,1,2,1,121,Leaving,COPPER
9159,145173,103,1,87.39,1,1,1,111,Leaving,COPPER
9160,145177,110,7,51.81,1,2,1,121,Leaving,COPPER
9162,145184,87,2,15.72,1,1,1,111,Leaving,TIN
9180,145451,85,4,18.5,1,2,1,121,Leaving,TIN
9181,145463,84,1,1.99,1,1,1,111,Leaving,TIN
9186,145564,104,6,120.01,1,2,1,121,Leaving,BRONZE
9191,145586,116,3,114.99000000000001,1,1,1,111,Leaving,BRONZE
9200,145765,75,1,7.99,1,1,1,111,Leaving,TIN
9217,146067,80,4,32.489999999999995,1,2,1,121,Leaving,COPPER
9222,146143,98,2,19.990000000000002,1,1,1,111,Leaving,TIN
9224,146271,76,1,6.5,1,1,1,111,Leaving,TIN
9226,146361,108,1,19.99,1,1,1,111,Leaving,TIN
9229,146417,80,3,16.66,1,1,1,111,Leaving,TIN
9233,146481,102,1,9.9,1,1,1,111,Leaving,TIN
9234,146489,75,8,32.07,1,2,1,121,Leaving,COPPER
9235,146491,79,4,639.2100000000002,1,2,2,122,Leaving,BRONZE
9240,146614,112,7,43.940000000000005,1,2,1,121,Leaving,COPPER
9243,146682,77,6,84.62,1,2,1,121,Leaving,COPPER
9247,146765,117,2,96.97000000000001,1,1,1,111,Leaving,COPPER
9248,146807,108,4,124.53,1,2,1,121,Leaving,BRONZE
9249,146848,91,4,38.11,1,2,1,121,Leaving,COPPER
9252,146886,115,2,6.800000000000001,1,1,1,111,Leaving,TIN
9253,146908,110,2,52.99,1,1,1,111,Leaving,COPPER
9256,146948,81,1,7.7,1,1,1,111,Leaving,TIN
9257,146965,110,1,4.8,1,1,1,111,Leaving,TIN
9259,147009,86,3,17.57,1,1,1,111,Leaving,TIN
9269,147218,79,5,143.19000000000003,1,2,1,121,Leaving,BRONZE
9272,147313,92,2,20.48,1,1,1,111,Leaving,TIN
9275,147376,105,1,35.09,1,1,1,111,Leaving,COPPER
9276,147377,83,6,84.84,1,2,1,121,Leaving,COPPER
9280,147425,112,2,22.86,1,1,1,111,Leaving,TIN
9281,147435,96,4,72.88,1,2,1,121,Leaving,COPPER
9285,147501,86,7,73.41,1,2,1,121,Leaving,COPPER
9286,147550,90,4,323.92,1,2,1,121,Leaving,BRONZE
9293,147699,103,3,59.4,1,1,1,111,Leaving,COPPER
9297,147844,100,1,27.7,1,1,1,111,Leaving,COPPER
9298,147850,100,9,112.91,1,2,1,121,Leaving,BRONZE
9302,147932,85,4,31.6,1,2,1,121,Leaving,COPPER
9304,147991,108,8,562.76,1,2,2,122,Leaving,BRONZE
9308,148134,101,6,150.61,1,2,1,121,Leaving,BRONZE
9318,148384,85,5,512.5100000000001,1,2,2,122,Leaving,BRONZE
9320,148399,78,3,24.24,1,1,1,111,Leaving,TIN
9322,148430,100,2,12.97,1,1,1,111,Leaving,TIN
9323,148463,84,2,31.47,1,1,1,111,Leaving,COPPER
9326,148566,91,1,2.2,1,1,1,111,Leaving,TIN
9333,148651,107,2,28.080000000000002,1,1,1,111,Leaving,COPPER
9336,148717,91,2,14.89,1,1,1,111,Leaving,TIN
9338,148740,115,5,39.15,1,2,1,121,Leaving,COPPER
9343,148792,77,6,335.01,1,2,1,121,Leaving,BRONZE
9348,148924,118,4,44.92,1,2,1,121,Leaving,COPPER
9351,149016,88,5,113.88,1,2,1,121,Leaving,BRONZE
9352,149024,116,5,555.1099999999999,1,2,2,122,Leaving,BRONZE
9354,149062,86,5,17.38,1,2,1,121,Leaving,TIN
9360,149172,98,3,74.48,1,1,1,111,Leaving,COPPER
9365,149316,87,2,143.7,1,1,1,111,Leaving,BRONZE
9370,149450,105,2,322.94,1,1,1,111,Leaving,BRONZE
9372,149461,76,2,61.33,1,1,1,111,Leaving,COPPER
9375,149511,110,3,43.11,1,1,1,111,Leaving,COPPER
9379,149616,114,2,42.540000000000006,1,1,1,111,Leaving,COPPER
9381,149633,116,1,26.080000000000002,1,1,1,111,Leaving,TIN
9386,149783,107,3,54.54,1,1,1,111,Leaving,COPPER
9387,149798,116,6,400.6,1,2,1,121,Leaving,BRONZE
9391,149894,90,4,48.41,1,2,1,121,Leaving,COPPER
9396,149948,90,3,54.89,1,1,1,111,Leaving,COPPER
9397,149968,109,2,19.64,1,1,1,111,Leaving,TIN
9398,149974,106,10,261.96999999999997,1,2,1,121,Leaving,BRONZE
9399,149988,83,3,56.71,1,1,1,111,Leaving,COPPER
9404,150110,97,7,178.29000000000002,1,2,1,121,Leaving,BRONZE
9408,150189,108,3,176.51,1,1,1,111,Leaving,BRONZE
9412,150312,87,2,33.04,1,1,1,111,Leaving,COPPER
9414,150373,108,3,41.57,1,1,1,111,Leaving,COPPER
9415,150462,86,3,139.04999999999998,1,1,1,111,Leaving,BRONZE
9416,150467,101,2,341.42,1,1,1,111,Leaving,BRONZE
9417,150478,101,2,48.17,1,1,1,111,Leaving,COPPER
9418,150481,81,1,13.98,1,1,1,111,Leaving,TIN
9420,150515,95,3,22.5,1,1,1,111,Leaving,TIN
9422,150532,75,6,100.3,1,2,1,121,Leaving,COPPER
9449,150896,90,2,229.79999999999998,1,1,1,111,Leaving,BRONZE
9451,150916,114,5,75.77999999999999,1,2,1,121,Leaving,COPPER
9454,150935,105,2,20.47,1,1,1,111,Leaving,TIN
9457,150979,92,1,7.98,1,1,1,111,Leaving,TIN
9458,150986,118,3,42.48,1,1,1,111,Leaving,COPPER
9463,151157,80,3,71.94,1,1,1,111,Leaving,COPPER
9466,151230,92,2,7.9,1,1,1,111,Leaving,TIN
9467,151251,77,5,111.69000000000001,1,2,1,121,Leaving,BRONZE
9470,151298,89,1,6.800000000000001,1,1,1,111,Leaving,TIN
9472,151316,117,5,202.86,1,2,1,121,Leaving,BRONZE
9473,151351,102,2,43.81,1,1,1,111,Leaving,COPPER
9474,151354,80,7,127.07,1,2,1,121,Leaving,BRONZE
9480,151465,87,3,102.62,1,1,1,111,Leaving,COPPER
9482,151504,87,3,10.690000000000001,1,1,1,111,Leaving,TIN
9485,151592,86,2,8.0,1,1,1,111,Leaving,TIN
9487,151663,80,6,64.91,1,2,1,121,Leaving,COPPER
9488,151675,79,1,21.13,1,1,1,111,Leaving,TIN
9499,152005,87,7,61.57,1,2,1,121,Leaving,COPPER
9500,152022,78,2,5.5,1,1,1,111,Leaving,TIN
9508,152162,93,5,37.11000000000001,1,2,1,121,Leaving,COPPER
9513,152236,105,8,64.17,1,2,1,121,Leaving,COPPER
9520,152416,80,2,42.949999999999996,1,1,1,111,Leaving,COPPER
9524,152466,100,4,125.55,1,2,1,121,Leaving,BRONZE
9529,152551,106,10,319.73,1,2,1,121,Leaving,BRONZE
9530,152570,97,3,172.33,1,1,1,111,Leaving,BRONZE
9534,152610,87,2,65.97,1,1,1,111,Leaving,COPPER
9540,152705,118,1,18.040000000000003,1,1,1,111,Leaving,TIN
9541,152726,113,1,14.0,1,1,1,111,Leaving,TIN
9544,152761,111,5,77.36,1,2,1,121,Leaving,COPPER
9545,152771,79,3,122.78999999999999,1,1,1,111,Leaving,BRONZE
9550,152954,100,5,43.330000000000005,1,2,1,121,Leaving,COPPER
9551,152965,86,1,2.6,1,1,1,111,Leaving,TIN
9554,153017,86,7,161.13,1,2,1,121,Leaving,BRONZE
9561,153134,107,2,56.089999999999996,1,1,1,111,Leaving,COPPER
9562,153170,86,7,317.50999999999993,1,2,1,121,Leaving,BRONZE
9563,153181,116,7,36.0,1,2,1,121,Leaving,COPPER
9565,153242,88,2,8.969999999999999,1,1,1,111,Leaving,TIN
9570,153462,115,3,5.58,1,1,1,111,Leaving,TIN
9571,153463,100,3,128.12,1,1,1,111,Leaving,BRONZE
9579,153568,93,2,649.29,1,1,2,112,Leaving,BRONZE
9584,153696,77,4,156.14000000000001,1,2,1,121,Leaving,BRONZE
9595,153974,79,3,41.54,1,1,1,111,Leaving,COPPER
9603,154080,106,2,76.15,1,1,1,111,Leaving,COPPER
9610,154190,116,9,19.699999999999996,1,2,1,121,Leaving,TIN
9613,154237,110,4,35.28,1,2,1,121,Leaving,COPPER
9620,154413,107,4,48.169999999999995,1,2,1,121,Leaving,COPPER
9623,154509,112,1,11.99,1,1,1,111,Leaving,TIN
9631,154613,99,8,75.94999999999999,1,2,1,121,Leaving,COPPER
9634,154674,93,3,137.76999999999998,1,1,1,111,Leaving,BRONZE
9636,154699,107,3,32.79,1,1,1,111,Leaving,COPPER
9644,154833,114,3,17.419999999999998,1,1,1,111,Leaving,TIN
9645,154902,108,4,42.33,1,2,1,121,Leaving,COPPER
9646,154907,116,3,33.95,1,1,1,111,Leaving,COPPER
9655,155049,93,1,23.95,1,1,1,111,Leaving,TIN
9658,155095,112,2,18.580000000000002,1,1,1,111,Leaving,TIN
9660,155116,107,9,1034.01,1,2,2,122,Leaving,BRONZE
9662,155172,114,7,1067.6999999999998,1,2,2,122,Leaving,BRONZE
9667,155289,100,7,651.85,1,2,2,122,Leaving,BRONZE
9672,155317,107,2,13.05,1,1,1,111,Leaving,TIN
9675,155385,117,3,101.88,1,1,1,111,Leaving,COPPER
9683,155481,95,2,50.44000000000001,1,1,1,111,Leaving,COPPER
9687,155571,96,1,32.03,1,1,1,111,Leaving,COPPER
9689,155614,110,5,905.6899999999999,1,2,2,122,Leaving,BRONZE
9690,155631,86,5,441.66,1,2,1,121,Leaving,BRONZE
9699,155892,107,1,14.9,1,1,1,111,Leaving,TIN
9701,155917,113,1,81.95,1,1,1,111,Leaving,COPPER
9702,155921,100,1,49.98,1,1,1,111,Leaving,COPPER
9704,155958,87,9,758.4300000000001,1,2,2,122,Leaving,BRONZE
9707,155978,114,3,146.89,1,1,1,111,Leaving,BRONZE
9709,156022,100,2,282.90000000000003,1,1,1,111,Leaving,BRONZE
9710,156047,84,3,218.89,1,1,1,111,Leaving,BRONZE
9711,156053,107,3,37.81,1,1,1,111,Leaving,COPPER
9721,156251,116,3,36.6,1,1,1,111,Leaving,COPPER
9729,156548,117,10,194.12000000000003,1,2,1,121,Leaving,BRONZE
9733,156671,117,1,5.0,1,1,1,111,Leaving,TIN
9734,156682,79,2,11.79,1,1,1,111,Leaving,TIN
9736,156715,118,8,265.25,1,2,1,121,Leaving,BRONZE
9742,156782,98,3,23.89,1,1,1,111,Leaving,TIN
9744,156841,84,2,321.55,1,1,1,111,Leaving,BRONZE
9745,156842,105,2,113.67999999999999,1,1,1,111,Leaving,BRONZE
9748,156992,101,10,92.78,1,2,1,121,Leaving,COPPER
9749,157062,98,2,600.95,1,1,2,112,Leaving,BRONZE
9754,157104,83,9,79.21,1,2,1,121,Leaving,COPPER
9761,157250,86,5,181.4,1,2,1,121,Leaving,BRONZE
9772,157351,97,4,63.04,1,2,1,121,Leaving,COPPER
9774,157363,108,2,21.29,1,1,1,111,Leaving,TIN
9775,157377,102,2,25.14,1,1,1,111,Leaving,TIN
9782,157502,100,1,3.99,1,1,1,111,Leaving,TIN
9784,157514,79,1,28.49,1,1,1,111,Leaving,COPPER
9786,157600,75,4,28.03,1,2,1,121,Leaving,COPPER
9788,157615,101,9,537.59,1,2,2,122,Leaving,BRONZE
9803,157892,114,6,73.33000000000001,1,2,1,121,Leaving,COPPER
9805,157897,87,1,14.600000000000001,1,1,1,111,Leaving,TIN
9806,157899,113,3,77.51000000000002,1,1,1,111,Leaving,COPPER
9808,157933,111,9,68.63,1,2,1,121,Leaving,COPPER
9819,158160,78,2,22.84,1,1,1,111,Leaving,TIN
9824,158273,78,2,42.26,1,1,1,111,Leaving,COPPER
9831,158432,93,1,17.7,1,1,1,111,Leaving,TIN
9837,158664,81,5,40.87,1,2,1,121,Leaving,COPPER
9838,158692,92,2,403.48,1,1,1,111,Leaving,BRONZE
9842,158771,112,1,2.2,1,1,1,111,Leaving,TIN
9849,158833,107,4,63.86,1,2,1,121,Leaving,COPPER
9852,158919,83,8,303.45000000000005,1,2,1,121,Leaving,BRONZE
9856,158958,107,3,67.19,1,1,1,111,Leaving,COPPER
9857,158975,80,1,6.9,1,1,1,111,Leaving,TIN
9872,159307,106,1,1.9,1,1,1,111,Leaving,TIN
9873,159335,100,2,1.0,1,1,1,111,Leaving,TIN
9878,159428,86,2,16.28,1,1,1,111,Leaving,TIN
9888,159592,87,7,264.15000000000003,1,2,1,121,Leaving,BRONZE
9890,159625,76,6,42.85,1,2,1,121,Leaving,COPPER
9894,159718,118,9,495.98999999999995,1,2,2,122,Leaving,BRONZE
9898,159830,96,1,4.98,1,1,1,111,Leaving,TIN
9899,159833,99,2,79.79,1,1,1,111,Leaving,COPPER
9901,159868,84,1,29.99,1,1,1,111,Leaving,COPPER
9907,160049,101,4,26.05,1,2,1,121,Leaving,TIN
9908,160089,106,2,53.870000000000005,1,1,1,111,Leaving,COPPER
9909,160118,93,4,35.79,1,2,1,121,Leaving,COPPER
9912,160181,107,4,221.44000000000003,1,2,1,121,Leaving,BRONZE
9917,160295,110,2,10.68,1,1,1,111,Leaving,TIN
9918,160308,109,6,26.64,1,2,1,121,Leaving,TIN
9922,160406,80,5,81.66999999999999,1,2,1,121,Leaving,COPPER
9939,160697,92,2,60.4,1,1,1,111,Leaving,COPPER
9940,160736,75,2,11.4,1,1,1,111,Leaving,TIN
9942,160768,96,1,25.0,1,1,1,111,Leaving,TIN
9946,160853,107,4,190.52999999999997,1,2,1,121,Leaving,BRONZE
9949,160903,100,3,63.510000000000005,1,1,1,111,Leaving,COPPER
9953,160964,91,3,23.020000000000003,1,1,1,111,Leaving,TIN
9954,160966,79,5,146.75,1,2,1,121,Leaving,BRONZE
9958,161011,84,4,49.18,1,2,1,121,Leaving,COPPER
9959,161071,91,2,51.6,1,1,1,111,Leaving,COPPER
9963,161175,79,4,89.42000000000002,1,2,1,121,Leaving,COPPER
9968,161334,106,8,162.12,1,2,1,121,Leaving,BRONZE
9969,161391,85,5,206.99,1,2,1,121,Leaving,BRONZE
9972,161440,95,7,124.64000000000001,1,2,1,121,Leaving,BRONZE
9975,161514,113,1,6.38,1,1,1,111,Leaving,TIN
9983,161640,86,2,70.73,1,1,1,111,Leaving,COPPER
9984,161655,114,7,114.20000000000002,1,2,1,121,Leaving,BRONZE
9986,161681,88,1,9.99,1,1,1,111,Leaving,TIN
9987,161747,111,3,230.83999999999997,1,1,1,111,Leaving,BRONZE
9988,161766,86,8,44.63,1,2,1,121,Leaving,COPPER
9994,161833,87,6,67.97000000000001,1,2,1,121,Leaving,COPPER
10003,162003,88,7,1012.27,1,2,2,122,Leaving,BRONZE
10004,162053,75,2,22.89,1,1,1,111,Leaving,TIN
10006,162081,79,5,541.99,1,2,2,122,Leaving,BRONZE
10009,162176,86,7,2415.2999999999997,1,2,3,123,Leaving,BRONZE
10011,162206,115,2,32.11,1,1,1,111,Leaving,COPPER
10014,162305,86,4,1007.85,1,2,2,122,Leaving,BRONZE
10016,162348,87,2,9.89,1,1,1,111,Leaving,TIN
10020,162567,110,3,49.28,1,1,1,111,Leaving,COPPER
10023,162580,116,1,24.78,1,1,1,111,Leaving,TIN
10024,162586,100,2,10.780000000000001,1,1,1,111,Leaving,TIN
10032,162726,107,1,4.25,1,1,1,111,Leaving,TIN
10037,162818,91,6,734.34,1,2,2,122,Leaving,BRONZE
10039,162905,91,5,173.25,1,2,1,121,Leaving,BRONZE
10040,162955,77,2,86.7,1,1,1,111,Leaving,COPPER
10044,163021,93,4,756.34,1,2,2,122,Leaving,BRONZE
10045,163033,76,1,7.140000000000001,1,1,1,111,Leaving,TIN
10049,163168,97,5,41.25999999999999,1,2,1,121,Leaving,COPPER
10063,163476,113,5,54.2,1,2,1,121,Leaving,COPPER
10065,163484,96,3,120.47,1,1,1,111,Leaving,BRONZE
10071,163624,102,1,0.5,1,1,1,111,Leaving,TIN
10073,163640,110,1,8.75,1,1,1,111,Leaving,TIN
10077,163721,75,1,6.99,1,1,1,111,Leaving,TIN
10082,163788,103,2,14.08,1,1,1,111,Leaving,TIN
10084,163814,89,5,137.49,1,2,1,121,Leaving,BRONZE
10086,163839,75,2,24.590000000000003,1,1,1,111,Leaving,TIN
10087,163849,96,8,116.20000000000002,1,2,1,121,Leaving,BRONZE
10095,164020,90,5,1239.1000000000001,1,2,2,122,Leaving,BRONZE
10096,164045,88,3,231.74,1,1,1,111,Leaving,BRONZE
10097,164065,76,1,7.44,1,1,1,111,Leaving,TIN
10100,164094,111,5,31.93,1,2,1,121,Leaving,COPPER
10104,164162,75,4,57.34,1,2,1,121,Leaving,COPPER
10109,164299,102,4,18.830000000000002,1,2,1,121,Leaving,TIN
10110,164339,113,4,410.24,1,2,1,121,Leaving,BRONZE
10111,164355,98,5,275.23,1,2,1,121,Leaving,BRONZE
10114,164415,109,5,453.99,1,2,1,121,Leaving,BRONZE
10115,164424,79,2,20.200000000000003,1,1,1,111,Leaving,TIN
10121,164587,118,2,14.74,1,1,1,111,Leaving,TIN
10130,164661,115,5,72.60000000000001,1,2,1,121,Leaving,COPPER
10131,164664,116,3,27.950000000000003,1,1,1,111,Leaving,COPPER
10134,164691,97,5,298.06,1,2,1,121,Leaving,BRONZE
10136,164702,115,4,66.41,1,2,1,121,Leaving,COPPER
10140,164776,86,3,11.96,1,1,1,111,Leaving,TIN
10142,164796,110,1,6.300000000000001,1,1,1,111,Leaving,TIN
10144,164801,76,2,13.49,1,1,1,111,Leaving,TIN
10147,164817,80,1,4.99,1,1,1,111,Leaving,TIN
10148,164818,86,1,15.09,1,1,1,111,Leaving,TIN
10152,164897,118,2,97.71999999999998,1,1,1,111,Leaving,COPPER
10157,164971,97,2,37.0,1,1,1,111,Leaving,COPPER
10159,165018,87,6,123.61999999999999,1,2,1,121,Leaving,BRONZE
10164,165045,107,8,142.42999999999998,1,2,1,121,Leaving,BRONZE
10172,165172,114,1,8.219999999999999,1,1,1,111,Leaving,TIN
10174,165187,79,2,59.68000000000001,1,1,1,111,Leaving,COPPER
10187,165507,80,4,244.25999999999996,1,2,1,121,Leaving,BRONZE
10189,165515,106,10,442.15,1,2,1,121,Leaving,BRONZE
10190,165527,106,5,69.57000000000001,1,2,1,121,Leaving,COPPER
10191,165529,97,6,433.17,1,2,1,121,Leaving,BRONZE
10193,165593,97,2,120.35000000000001,1,1,1,111,Leaving,BRONZE
10194,165603,86,5,69.55,1,2,1,121,Leaving,COPPER
10196,165666,110,2,4.99,1,1,1,111,Leaving,TIN
10198,165717,79,4,49.12,1,2,1,121,Leaving,COPPER
10210,165945,79,10,1227.5,1,2,2,122,Leaving,BRONZE
10213,166037,97,3,51.75,1,1,1,111,Leaving,COPPER
10216,166082,81,5,216.83,1,2,1,121,Leaving,BRONZE
10217,166091,101,1,4.45,1,1,1,111,Leaving,TIN
10219,166133,98,7,123.87,1,2,1,121,Leaving,BRONZE
10220,166139,79,4,18.96,1,2,1,121,Leaving,TIN
10221,166171,79,1,2.6,1,1,1,111,Leaving,TIN
10223,166217,110,6,121.41,1,2,1,121,Leaving,BRONZE
10227,166319,112,4,262.54999999999995,1,2,1,121,Leaving,BRONZE
10234,166406,80,4,61.129999999999995,1,2,1,121,Leaving,COPPER
10236,166488,97,1,1.9,1,1,1,111,Leaving,TIN
10238,166502,100,6,52.150000000000006,1,2,1,121,Leaving,COPPER
10244,166544,110,3,12.25,1,1,1,111,Leaving,TIN
10245,166566,107,1,0.6000000000000001,1,1,1,111,Leaving,TIN
10256,166740,100,2,17.95,1,1,1,111,Leaving,TIN
10257,166758,113,4,18.25,1,2,1,121,Leaving,TIN
10259,166799,89,3,42.42,1,1,1,111,Leaving,COPPER
10260,166811,114,3,110.46999999999998,1,1,1,111,Leaving,BRONZE
10262,166827,91,3,52.67999999999999,1,1,1,111,Leaving,COPPER
